time;model;dataset;n_neighbors;One_nn;T;C
3.479011;kpca;coil20;5;0.00139;1.0;1.0
3.506469;kpca;coil20;6;0.00139;1.0;1.0
3.090557;kpca;coil20;7;0.00139;1.0;1.0
2.747031;kpca;coil20;8;0.00139;1.0;1.0
3.361831;kpca;coil20;9;0.00139;1.0;1.0
3.250018;kpca;coil20;10;0.00139;1.0;1.0
3.131584;kpca;coil20;11;0.00139;1.0;1.0
3.240323;kpca;coil20;12;0.00139;1.0;1.0
3.358006;kpca;coil20;13;0.00139;1.0;1.0
2.842366;kpca;coil20;14;0.00139;1.0;1.0
2.946495;kpca;coil20;15;0.00139;1.0;1.0
0.222938;kpca;orl;5;0.0275;1.0;1.0
0.269381;kpca;orl;6;0.0275;1.0;1.0
0.227605;kpca;orl;7;0.0275;1.0;1.0
0.22693;kpca;orl;8;0.0275;1.0;1.0
0.247434;kpca;orl;9;0.0275;1.0;1.0
0.225196;kpca;orl;10;0.0275;1.0;1.0
0.237036;kpca;orl;11;0.0275;1.0;1.0
0.245089;kpca;orl;12;0.0275;1.0;1.0
0.231584;kpca;orl;13;0.0275;1.0;1.0
0.261201;kpca;orl;14;0.0275;1.0;1.0
0.2308;kpca;orl;15;0.0275;1.0;1.0
2.245817;kpca;parallel.swiss;5;0.1685;0.894;0.98
2.046984;kpca;parallel.swiss;6;0.1685;0.891;0.978
2.369013;kpca;parallel.swiss;7;0.1685;0.89;0.976
2.123916;kpca;parallel.swiss;8;0.1685;0.888;0.974
2.160544;kpca;parallel.swiss;9;0.1685;0.886;0.972
2.377972;kpca;parallel.swiss;10;0.1685;0.884;0.971
2.123422;kpca;parallel.swiss;11;0.1685;0.883;0.969
2.399436;kpca;parallel.swiss;12;0.1685;0.882;0.967
2.22205;kpca;parallel.swiss;13;0.1685;0.881;0.966
2.308176;kpca;parallel.swiss;14;0.1685;0.879;0.965
2.393681;kpca;parallel.swiss;15;0.1685;0.879;0.964
2.117532;kpca;broken.s_curve;5;0.5045;0.926;0.993
2.382513;kpca;broken.s_curve;6;0.5045;0.926;0.992
2.196102;kpca;broken.s_curve;7;0.5045;0.927;0.992
2.129187;kpca;broken.s_curve;8;0.5045;0.927;0.991
2.444738;kpca;broken.s_curve;9;0.5045;0.927;0.991
2.174085;kpca;broken.s_curve;10;0.5045;0.928;0.99
2.239883;kpca;broken.s_curve;11;0.5045;0.928;0.99
2.450392;kpca;broken.s_curve;12;0.5045;0.928;0.989
2.137109;kpca;broken.s_curve;13;0.5045;0.928;0.989
2.444432;kpca;broken.s_curve;14;0.5045;0.929;0.989
2.09783;kpca;broken.s_curve;15;0.5045;0.929;0.988
1.944726;kpca;two.swiss;5;0.2675;0.922;0.988
2.370294;kpca;two.swiss;6;0.2675;0.92;0.986
2.151149;kpca;two.swiss;7;0.2675;0.918;0.985
2.217419;kpca;two.swiss;8;0.2675;0.917;0.983
2.378229;kpca;two.swiss;9;0.2675;0.917;0.982
2.166462;kpca;two.swiss;10;0.2675;0.916;0.98
2.357822;kpca;two.swiss;11;0.2675;0.915;0.979
2.07826;kpca;two.swiss;12;0.2675;0.914;0.978
2.201632;kpca;two.swiss;13;0.2675;0.913;0.977
2.388456;kpca;two.swiss;14;0.2675;0.912;0.976
2.210321;kpca;two.swiss;15;0.2675;0.912;0.974
3.310472;kpca;mit-cbcl;5;0.01117;1.0;1.0
3.352384;kpca;mit-cbcl;6;0.01117;1.0;1.0
3.430003;kpca;mit-cbcl;7;0.01117;1.0;1.0
3.555606;kpca;mit-cbcl;8;0.01117;1.0;1.0
3.396388;kpca;mit-cbcl;9;0.01117;1.0;1.0
3.377748;kpca;mit-cbcl;10;0.01117;1.0;1.0
3.297654;kpca;mit-cbcl;11;0.01117;1.0;1.0
3.423378;kpca;mit-cbcl;12;0.01117;1.0;1.0
3.503185;kpca;mit-cbcl;13;0.01117;1.0;1.0
3.840811;kpca;mit-cbcl;14;0.01117;1.0;1.0
3.718141;kpca;mit-cbcl;15;0.01117;1.0;1.0
0.252987;kpca;olivetti;5;0.0525;1.0;1.0
0.291128;kpca;olivetti;6;0.0525;1.0;1.0
1.902623;kpca;coil20;5;0.00139;1.0;1.0
2.082079;kpca;coil20;6;0.00139;1.0;1.0
2.04829;kpca;coil20;7;0.00139;1.0;1.0
2.196803;kpca;coil20;8;0.00139;1.0;1.0
2.116469;kpca;coil20;9;0.00139;1.0;1.0
2.038913;kpca;coil20;10;0.00139;1.0;1.0
2.20891;kpca;coil20;11;0.00139;1.0;1.0
2.144726;kpca;coil20;12;0.00139;1.0;1.0
2.052684;kpca;coil20;13;0.00139;1.0;1.0
1.97582;kpca;coil20;14;0.00139;1.0;1.0
2.288653;kpca;coil20;15;0.00139;1.0;1.0
0.211999;kpca;orl;5;0.0275;1.0;1.0
0.206552;kpca;orl;6;0.0275;1.0;1.0
0.245387;kpca;orl;7;0.0275;1.0;1.0
0.234057;kpca;orl;8;0.0275;1.0;1.0
0.212736;kpca;orl;9;0.0275;1.0;1.0
0.205254;kpca;orl;10;0.0275;1.0;1.0
0.198641;kpca;orl;11;0.0275;1.0;1.0
0.196506;kpca;orl;12;0.0275;1.0;1.0
0.212518;kpca;orl;13;0.0275;1.0;1.0
0.213465;kpca;orl;14;0.0275;1.0;1.0
0.218811;kpca;orl;15;0.0275;1.0;1.0
1.766489;kpca;parallel.swiss;5;0.1685;0.894;0.98
1.631582;kpca;parallel.swiss;6;0.1685;0.891;0.978
1.817356;kpca;parallel.swiss;7;0.1685;0.89;0.976
1.56408;kpca;parallel.swiss;8;0.1685;0.888;0.974
1.714899;kpca;parallel.swiss;9;0.1685;0.886;0.972
1.644221;kpca;parallel.swiss;10;0.1685;0.884;0.971
1.775303;kpca;parallel.swiss;11;0.1685;0.883;0.969
1.777765;kpca;parallel.swiss;12;0.1685;0.882;0.967
1.79059;kpca;parallel.swiss;13;0.1685;0.881;0.966
1.781531;kpca;parallel.swiss;14;0.1685;0.879;0.965
1.735204;kpca;parallel.swiss;15;0.1685;0.879;0.964
1.592236;kpca;broken.s_curve;5;0.5045;0.926;0.993
1.770412;kpca;broken.s_curve;6;0.5045;0.926;0.992
1.61008;kpca;broken.s_curve;7;0.5045;0.927;0.992
1.825839;kpca;broken.s_curve;8;0.5045;0.927;0.991
1.598739;kpca;broken.s_curve;9;0.5045;0.927;0.991
1.805696;kpca;broken.s_curve;10;0.5045;0.928;0.99
1.692076;kpca;broken.s_curve;11;0.5045;0.928;0.99
1.767973;kpca;broken.s_curve;12;0.5045;0.928;0.989
1.629654;kpca;broken.s_curve;13;0.5045;0.928;0.989
1.744891;kpca;broken.s_curve;14;0.5045;0.929;0.989
1.620615;kpca;broken.s_curve;15;0.5045;0.929;0.988
1.694381;kpca;two.swiss;5;0.2675;0.922;0.988
1.59141;kpca;two.swiss;6;0.2675;0.92;0.986
1.749823;kpca;two.swiss;7;0.2675;0.918;0.985
1.551654;kpca;two.swiss;8;0.2675;0.917;0.983
1.68562;kpca;two.swiss;9;0.2675;0.917;0.982
1.580197;kpca;two.swiss;10;0.2675;0.916;0.98
1.653662;kpca;two.swiss;11;0.2675;0.915;0.979
1.574855;kpca;two.swiss;12;0.2675;0.914;0.978
1.692335;kpca;two.swiss;13;0.2675;0.913;0.977
1.609296;kpca;two.swiss;14;0.2675;0.912;0.976
1.64582;kpca;two.swiss;15;0.2675;0.912;0.974
2.300384;kpca;mit-cbcl;5;0.01117;1.0;1.0
2.356224;kpca;mit-cbcl;6;0.01117;1.0;1.0
2.433353;kpca;mit-cbcl;7;0.01117;1.0;1.0
2.514069;kpca;mit-cbcl;8;0.01117;1.0;1.0
2.424747;kpca;mit-cbcl;9;0.01117;1.0;1.0
2.347172;kpca;mit-cbcl;10;0.01117;1.0;1.0
2.416177;kpca;mit-cbcl;11;0.01117;1.0;1.0
2.397713;kpca;mit-cbcl;12;0.01117;1.0;1.0
2.51607;kpca;mit-cbcl;13;0.01117;1.0;1.0
2.365489;kpca;mit-cbcl;14;0.01117;1.0;1.0
2.420586;kpca;mit-cbcl;15;0.01117;1.0;1.0
0.221715;kpca;olivetti;5;0.0525;1.0;1.0
0.219746;kpca;olivetti;6;0.0525;1.0;1.0
0.212071;kpca;olivetti;7;0.0525;1.0;1.0
0.213852;kpca;olivetti;8;0.0525;1.0;1.0
0.209225;kpca;olivetti;9;0.0525;1.0;1.0
0.238737;kpca;olivetti;10;0.0525;1.0;1.0
0.200358;kpca;olivetti;11;0.0525;1.0;1.0
0.250226;kpca;olivetti;12;0.0525;1.0;1.0
0.216484;kpca;olivetti;13;0.0525;1.0;1.0
0.252692;kpca;olivetti;14;0.0525;1.0;1.0
0.215186;kpca;olivetti;15;0.0525;1.0;1.0
2.85188;le;coil20;5;0.95;0.634;0.519
2.798154;le;coil20;6;0.95;0.612;0.529
2.915193;le;coil20;7;0.95;0.514;0.559
3.01994;le;coil20;8;0.95;0.579;0.562
2.933778;le;coil20;9;0.95;0.573;0.575
2.873413;le;coil20;10;0.94375;0.588;0.581
2.945631;le;coil20;11;0.93958;0.588;0.585
2.970747;le;coil20;12;0.95764;0.599;0.588
2.978764;le;coil20;13;0.95069;0.62;0.591
3.040066;le;coil20;14;0.95;0.609;0.596
3.053553;le;coil20;15;0.95;0.615;0.599
0.292583;le;orl;5;0.985;0.688;0.613
0.314273;le;orl;6;0.975;0.675;0.626
0.338109;le;orl;7;0.9775;0.675;0.63
0.308993;le;orl;8;0.975;0.672;0.625
0.323942;le;orl;9;0.975;0.667;0.623
0.290059;le;orl;10;0.975;0.695;0.634
0.278511;le;orl;11;0.975;0.677;0.643
0.299016;le;orl;12;0.975;0.692;0.65
0.350036;le;orl;13;0.975;0.69;0.659
0.304522;le;orl;14;0.975;0.694;0.663
0.284193;le;orl;15;0.975;0.699;0.668
1.64243;le;parallel.swiss;5;0.3225;0.937;0.927
1.64106;le;parallel.swiss;6;0.3235;0.932;0.993
1.678852;le;parallel.swiss;7;0.3405;0.93;0.993
1.560818;le;parallel.swiss;8;0.3615;0.937;0.926
1.682633;le;parallel.swiss;9;0.3785;0.917;0.989
1.75603;le;parallel.swiss;10;0.363;0.916;0.989
1.772424;le;parallel.swiss;11;0.4195;0.884;0.893
1.761207;le;parallel.swiss;12;0.374;0.907;0.913
1.763831;le;parallel.swiss;13;0.363;0.911;0.918
1.754435;le;parallel.swiss;14;0.413;0.877;0.976
1.768946;le;parallel.swiss;15;0.4245;0.87;0.984
1.674189;le;broken.s_curve;5;0.0665;0.909;0.858
1.694209;le;broken.s_curve;6;0.0625;0.932;0.871
1.763949;le;broken.s_curve;7;0.06;0.951;0.895
1.987476;le;broken.s_curve;8;0.064;0.961;0.925
1.738431;le;broken.s_curve;9;0.053;0.98;0.939
1.805171;le;broken.s_curve;10;0.0525;0.982;0.953
1.736826;le;broken.s_curve;11;0.0505;0.987;0.969
1.75447;le;broken.s_curve;12;0.051;0.988;0.965
1.757199;le;broken.s_curve;13;0.0545;0.988;0.964
1.819643;le;broken.s_curve;14;0.0515;0.989;0.963
1.753547;le;broken.s_curve;15;0.0535;0.989;0.964
2.012994;le;two.swiss;5;0.357;0.93;0.993
1.897024;le;two.swiss;6;0.3215;0.938;0.994
1.939601;le;two.swiss;7;0.3455;0.93;0.921
1.668355;le;two.swiss;8;0.386;0.913;0.992
1.811078;le;two.swiss;9;0.358;0.919;0.992
1.782452;le;two.swiss;10;0.349;0.926;0.926
1.775653;le;two.swiss;11;0.3855;0.918;0.918
1.712068;le;two.swiss;12;0.37;0.902;0.978
1.623863;le;two.swiss;13;0.3385;0.905;0.92
1.754758;le;two.swiss;14;0.4055;0.852;0.959
1.625709;le;two.swiss;15;0.3775;0.916;0.924
2.925606;le;mit-cbcl;5;0.89947;0.581;0.598
3.002506;le;mit-cbcl;6;0.90044;0.601;0.604
3.029985;le;mit-cbcl;7;0.89898;0.503;0.606
3.060966;le;mit-cbcl;8;0.89607;0.52;0.609
3.086178;le;mit-cbcl;9;0.89121;0.597;0.612
3.009661;le;mit-cbcl;10;0.89995;0.619;0.612
3.124401;le;mit-cbcl;11;0.90092;0.598;0.613
3.211306;le;mit-cbcl;12;0.86935;0.578;0.617
3.023084;le;mit-cbcl;13;0.90918;0.599;0.616
3.121922;le;mit-cbcl;14;0.89995;0.598;0.616
3.091895;le;mit-cbcl;15;0.90238;0.587;0.616
0.370369;le;olivetti;5;0.9775;0.744;0.664
0.418668;le;olivetti;6;0.975;0.783;0.666
0.392188;le;olivetti;7;0.9775;0.786;0.674
0.384681;le;olivetti;8;0.9775;0.801;0.678
0.38996;le;olivetti;9;0.9775;0.806;0.685
0.404207;le;olivetti;10;0.9775;0.762;0.692
0.421498;le;olivetti;11;0.9775;0.757;0.7
0.38818;le;olivetti;12;0.9775;0.799;0.707
0.383347;le;olivetti;13;0.9775;0.798;0.713
0.388255;le;olivetti;14;0.9775;0.801;0.717
0.394032;le;olivetti;15;0.9775;0.805;0.722
2.0524;lle;coil20;5;0.93542;0.638;0.066
2.184724;lle;coil20;6;0.95139;0.535;0.068
2.392127;lle;coil20;7;0.93056;0.564;0.064
3.259883;lle;coil20;8;0.91597;0.583;0.075
3.542121;lle;coil20;9;0.93264;0.662;0.084
3.686565;lle;coil20;10;0.93194;0.667;0.09
3.916259;lle;coil20;11;0.92014;0.585;0.104
3.945155;lle;coil20;12;0.93194;0.63;0.106
4.263699;lle;coil20;13;0.92917;0.695;0.105
4.737705;lle;coil20;14;0.94236;0.688;0.098
5.094738;lle;coil20;15;0.94236;0.689;0.091
0.333378;lle;orl;5;0.975;0.417;0.084
0.374376;lle;orl;6;0.975;0.413;0.174
0.415712;lle;orl;7;0.975;0.402;0.277
0.38558;lle;orl;8;0.975;0.414;0.427
0.408161;lle;orl;9;0.975;0.395;0.424
0.472244;lle;orl;10;0.975;0.444;0.451
0.472103;lle;orl;11;0.975;0.5;0.463
0.553704;lle;orl;12;0.975;0.5;0.463
0.774443;lle;orl;13;0.975;0.512;0.468
0.83577;lle;orl;14;0.975;0.519;0.475
0.987881;lle;orl;15;0.975;0.515;0.483
1.655872;lle;parallel.swiss;5;0.3325;0.893;0.983
1.889913;lle;parallel.swiss;6;0.3045;0.93;0.989
1.794988;lle;parallel.swiss;7;0.351;0.924;0.989
1.898336;lle;parallel.swiss;8;0.3945;0.871;0.982
1.805301;lle;parallel.swiss;9;0.341;0.886;0.981
2.033859;lle;parallel.swiss;10;0.3695;0.89;0.978
2.023507;lle;parallel.swiss;11;0.4765;0.867;0.962
1.917637;lle;parallel.swiss;12;0.4895;0.863;0.961
2.028456;lle;parallel.swiss;13;0.4575;0.862;0.959
1.90873;lle;parallel.swiss;14;0.4535;0.879;0.961
2.032222;lle;parallel.swiss;15;0.451;0.872;0.959
1.769083;lle;broken.s_curve;5;0.0795;0.972;0.935
1.894804;lle;broken.s_curve;6;0.0875;0.975;0.919
1.82539;lle;broken.s_curve;7;0.068;0.989;0.938
1.885848;lle;broken.s_curve;8;0.0545;0.995;0.948
1.906408;lle;broken.s_curve;9;0.07;0.987;0.937
1.916927;lle;broken.s_curve;10;0.072;0.976;0.918
2.129789;lle;broken.s_curve;11;0.104;0.979;0.939
1.956114;lle;broken.s_curve;12;0.1005;0.976;0.931
2.033062;lle;broken.s_curve;13;0.045;0.979;0.935
1.74339;lle;broken.s_curve;14;0.0485;0.986;0.945
1.950117;lle;broken.s_curve;15;0.058;0.991;0.945
1.565827;lle;two.swiss;5;0.369;0.891;0.983
1.574783;lle;two.swiss;6;0.3915;0.903;0.986
1.694036;lle;two.swiss;7;0.427;0.898;0.989
1.702381;lle;two.swiss;8;0.3515;0.878;0.982
1.813348;lle;two.swiss;9;0.3065;0.896;0.982
1.802583;lle;two.swiss;10;0.3985;0.886;0.973
1.901167;lle;two.swiss;11;0.4865;0.875;0.962
1.818472;lle;two.swiss;12;0.4425;0.887;0.962
2.107245;lle;two.swiss;13;0.471;0.862;0.959
1.743246;lle;two.swiss;14;0.4675;0.861;0.961
1.972786;lle;two.swiss;15;0.4645;0.861;0.959
2.668614;lle;mit-cbcl;5;0.89898;0.598;0.032
2.849185;lle;mit-cbcl;6;0.89898;0.614;0.037
2.922748;lle;mit-cbcl;7;0.89704;0.561;0.051
2.848052;lle;mit-cbcl;8;0.89898;0.468;0.044
2.925873;lle;mit-cbcl;9;0.89898;0.562;0.048
2.773669;lle;mit-cbcl;10;0.89898;0.572;0.049
2.896732;lle;mit-cbcl;11;0.89801;0.634;0.057
2.727684;lle;mit-cbcl;12;0.89898;0.54;0.053
2.761761;lle;mit-cbcl;13;0.89898;0.544;0.056
2.921737;lle;mit-cbcl;14;0.89898;0.558;0.061
2.77593;lle;mit-cbcl;15;0.89898;0.704;0.047
0.355977;lle;olivetti;5;0.975;0.641;0.362
0.315178;lle;olivetti;6;0.96;0.76;0.399
0.330992;lle;olivetti;7;0.975;0.816;0.514
0.335546;lle;olivetti;8;0.975;0.738;0.506
0.381182;lle;olivetti;9;0.975;0.743;0.515
0.389308;lle;olivetti;10;0.975;0.537;0.496
0.501987;lle;olivetti;11;0.975;0.462;0.484
0.42506;lle;olivetti;12;0.975;0.472;0.474
0.384109;lle;olivetti;13;0.975;0.474;0.493
0.401774;lle;olivetti;14;0.975;0.598;0.519
0.430442;lle;olivetti;15;0.975;0.645;0.518
28.653569;hlle;coil20;5;0.93542;0.638;0.06
27.937031;hlle;coil20;6;0.95208;0.541;0.068
28.664597;hlle;coil20;7;0.93056;0.565;0.064
29.00764;hlle;coil20;8;0.91597;0.583;0.074
29.303412;hlle;coil20;9;0.93264;0.67;0.087
30.916208;hlle;coil20;10;0.93125;0.669;0.091
31.535183;hlle;coil20;11;0.91667;0.577;0.115
31.919828;hlle;coil20;12;0.93194;0.63;0.096
32.048773;hlle;coil20;13;0.92917;0.695;0.105
31.971945;hlle;coil20;14;0.94236;0.688;0.099
32.901759;hlle;coil20;15;0.94236;0.687;0.089
7.695439;hlle;orl;5;0.975;0.419;0.085
7.748885;hlle;orl;6;0.975;0.398;0.186
7.79652;hlle;orl;7;0.975;0.414;0.274
7.743573;hlle;orl;8;0.975;0.383;0.427
7.792438;hlle;orl;9;0.975;0.284;0.424
7.760184;hlle;orl;10;0.975;0.444;0.451
7.8241;hlle;orl;11;0.975;0.5;0.463
7.863073;hlle;orl;12;0.975;0.5;0.463
8.143194;hlle;orl;13;0.975;0.512;0.468
8.364382;hlle;orl;14;0.975;0.519;0.475
8.390893;hlle;orl;15;0.975;0.515;0.483
37.864611;hlle;parallel.swiss;5;0.3835;0.873;0.982
37.944547;hlle;parallel.swiss;6;0.284;0.939;0.991
36.626898;hlle;parallel.swiss;7;0.4445;0.897;0.989
34.691966;hlle;parallel.swiss;8;0.362;0.877;0.984
36.329085;hlle;parallel.swiss;9;0.356;0.868;0.976
36.72313;hlle;parallel.swiss;10;0.3925;0.885;0.972
37.328921;hlle;parallel.swiss;11;0.487;0.867;0.962
35.808388;hlle;parallel.swiss;12;0.4775;0.867;0.961
35.106421;hlle;parallel.swiss;13;0.4355;0.891;0.962
37.700876;hlle;parallel.swiss;14;0.4245;0.868;0.961
36.691952;hlle;parallel.swiss;15;0.4545;0.871;0.959
37.050011;hlle;broken.s_curve;5;0.0855;0.978;0.935
35.884333;hlle;broken.s_curve;6;0.1465;0.969;0.914
36.214327;hlle;broken.s_curve;7;0.0595;0.98;0.938
37.049748;hlle;broken.s_curve;8;0.0515;0.988;0.932
37.378931;hlle;broken.s_curve;9;0.057;0.992;0.939
37.859739;hlle;broken.s_curve;10;0.09;0.975;0.924
36.902438;hlle;broken.s_curve;11;0.079;0.988;0.943
36.909124;hlle;broken.s_curve;12;0.0405;0.999;0.969
38.004459;hlle;broken.s_curve;13;0.042;0.997;0.961
38.229783;hlle;broken.s_curve;14;0.053;0.995;0.946
38.433751;hlle;broken.s_curve;15;0.0665;0.984;0.94
36.506716;hlle;two.swiss;5;0.3775;0.881;0.982
37.423833;hlle;two.swiss;6;0.3815;0.91;0.987
38.122087;hlle;two.swiss;7;0.31;0.936;0.99
36.898259;hlle;two.swiss;8;0.3145;0.887;0.984
35.165625;hlle;two.swiss;9;0.345;0.893;0.978
34.934953;hlle;two.swiss;10;0.382;0.89;0.979
37.340105;hlle;two.swiss;11;0.4865;0.871;0.962
36.856731;hlle;two.swiss;12;0.398;0.898;0.972
36.426023;hlle;two.swiss;13;0.3995;0.896;0.968
35.910346;hlle;two.swiss;14;0.414;0.892;0.963
35.521356;hlle;two.swiss;15;0.4825;0.86;0.959
39.450403;hlle;mit-cbcl;5;0.89898;0.705;0.028
39.466483;hlle;mit-cbcl;6;0.89898;0.614;0.038
39.262525;hlle;mit-cbcl;7;0.89704;0.547;0.051
37.358684;hlle;mit-cbcl;8;0.89898;0.602;0.048
40.112631;hlle;mit-cbcl;9;0.89898;0.55;0.051
39.881089;hlle;mit-cbcl;10;0.89898;0.535;0.047
40.262197;hlle;mit-cbcl;11;0.89752;0.631;0.059
39.761479;hlle;mit-cbcl;12;0.89898;0.523;0.059
40.566799;hlle;mit-cbcl;13;0.89898;0.481;0.056
40.916165;hlle;mit-cbcl;14;0.89898;0.51;0.06
41.079509;hlle;mit-cbcl;15;0.89898;0.708;0.054
44.780772;hlle;olivetti;5;0.9675;0.642;0.37
42.715068;hlle;olivetti;6;0.96;0.761;0.419
42.399487;hlle;olivetti;7;0.975;0.816;0.514
42.263988;hlle;olivetti;8;0.975;0.738;0.506
42.536926;hlle;olivetti;9;0.975;0.743;0.515
40.490087;hlle;olivetti;10;0.975;0.537;0.496
40.804659;hlle;olivetti;11;0.975;0.462;0.484
40.552816;hlle;olivetti;12;0.975;0.472;0.474
41.688219;hlle;olivetti;13;0.975;0.474;0.493
42.156838;hlle;olivetti;14;0.975;0.598;0.519
40.420753;hlle;olivetti;15;0.975;0.645;0.518
15.836204;ltsa;coil20;5;0.77292;0.631;0.338
17.071316;ltsa;coil20;6;0.77014;0.609;0.353
18.748807;ltsa;coil20;7;0.74792;0.541;0.372
19.564808;ltsa;coil20;8;0.74444;0.53;0.378
20.973872;ltsa;coil20;9;0.74167;0.519;0.386
22.63549;ltsa;coil20;10;0.71944;0.511;0.388
24.00959;ltsa;coil20;11;0.71806;0.507;0.401
27.123798;ltsa;coil20;12;0.70694;0.517;0.408
29.523683;ltsa;coil20;13;0.6875;0.516;0.408
28.941533;ltsa;coil20;14;0.67014;0.516;0.412
33.078992;ltsa;coil20;15;0.66458;0.537;0.417
2.464109;ltsa;orl;5;0.83;0.522;0.232
2.345642;ltsa;orl;6;0.835;0.504;0.229
2.965736;ltsa;orl;7;0.8325;0.507;0.234
2.685801;ltsa;orl;8;0.825;0.484;0.248
3.343567;ltsa;orl;9;0.8175;0.395;0.249
3.513093;ltsa;orl;10;0.8275;0.383;0.245
3.787539;ltsa;orl;11;0.825;0.387;0.259
4.752476;ltsa;orl;12;0.8;0.389;0.268
4.856462;ltsa;orl;13;0.7925;0.362;0.272
5.352429;ltsa;orl;14;0.795;0.338;0.285
5.605613;ltsa;orl;15;0.8;0.358;0.294
1.704824;ltsa;parallel.swiss;5;0.4315;0.752;0.67
2.151548;ltsa;parallel.swiss;6;0.418;0.823;0.688
2.33419;ltsa;parallel.swiss;7;0.431;0.835;0.695
2.190453;ltsa;parallel.swiss;8;0.435;0.852;0.696
2.509597;ltsa;parallel.swiss;9;0.4505;0.834;0.699
2.49423;ltsa;parallel.swiss;10;0.441;0.827;0.7
2.719241;ltsa;parallel.swiss;11;0.4245;0.824;0.7
2.954302;ltsa;parallel.swiss;12;0.442;0.823;0.7
2.555392;ltsa;parallel.swiss;13;0.389;0.826;0.699
2.686917;ltsa;parallel.swiss;14;0.364;0.834;0.703
3.138857;ltsa;parallel.swiss;15;0.397;0.838;0.699
1.676307;ltsa;broken.s_curve;5;0.424;0.756;0.663
1.774385;ltsa;broken.s_curve;6;0.328;0.779;0.672
1.62588;ltsa;broken.s_curve;7;0.3785;0.76;0.678
1.98558;ltsa;broken.s_curve;8;0.2555;0.752;0.672
1.952526;ltsa;broken.s_curve;9;0.289;0.764;0.678
2.267507;ltsa;broken.s_curve;10;0.282;0.776;0.683
2.439327;ltsa;broken.s_curve;11;0.2655;0.74;0.685
2.481531;ltsa;broken.s_curve;12;0.3185;0.746;0.685
2.639832;ltsa;broken.s_curve;13;0.325;0.738;0.697
2.982246;ltsa;broken.s_curve;14;0.3015;0.765;0.69
3.014847;ltsa;broken.s_curve;15;0.296;0.717;0.688
1.560042;ltsa;two.swiss;5;0.4315;0.768;0.669
1.660985;ltsa;two.swiss;6;0.416;0.816;0.689
1.662873;ltsa;two.swiss;7;0.4425;0.835;0.695
1.868161;ltsa;two.swiss;8;0.4355;0.851;0.696
1.971925;ltsa;two.swiss;9;0.452;0.834;0.699
2.375324;ltsa;two.swiss;10;0.441;0.826;0.7
2.378032;ltsa;two.swiss;11;0.4245;0.823;0.7
2.435656;ltsa;two.swiss;12;0.442;0.824;0.7
2.797362;ltsa;two.swiss;13;0.374;0.82;0.696
2.785433;ltsa;two.swiss;14;0.357;0.843;0.703
3.048668;ltsa;two.swiss;15;0.388;0.833;0.699
10.349748;ltsa;mit-cbcl;5;0.56775;0.681;0.375
11.420314;ltsa;mit-cbcl;6;0.57649;0.663;0.382
11.648268;ltsa;mit-cbcl;7;0.55998;0.672;0.392
12.821418;ltsa;mit-cbcl;8;0.55998;0.561;0.405
13.875073;ltsa;mit-cbcl;9;0.55658;0.608;0.414
14.788723;ltsa;mit-cbcl;10;0.53618;0.594;0.424
15.139302;ltsa;mit-cbcl;11;0.53133;0.603;0.426
15.07402;ltsa;mit-cbcl;12;0.54007;0.559;0.431
16.093762;ltsa;mit-cbcl;13;0.52793;0.563;0.441
16.543063;ltsa;mit-cbcl;14;0.52113;0.54;0.442
17.802252;ltsa;mit-cbcl;15;0.50364;0.54;0.45
0.976451;ltsa;olivetti;5;0.81;0.433;0.239
1.263914;ltsa;olivetti;6;0.7925;0.46;0.23
1.182058;ltsa;olivetti;7;0.8075;0.407;0.242
1.340977;ltsa;olivetti;8;0.7825;0.485;0.285
1.855128;ltsa;olivetti;9;0.77;0.524;0.289
1.651343;ltsa;olivetti;10;0.755;0.532;0.301
1.877337;ltsa;olivetti;11;0.7575;0.508;0.314
2.23082;ltsa;olivetti;12;0.74;0.449;0.309
2.004949;ltsa;olivetti;13;0.725;0.455;0.315
2.710723;ltsa;olivetti;14;0.7225;0.432;0.325
2.236691;ltsa;olivetti;15;0.71;0.441;0.32
3.819364;isomap;coil20;5;0.0625;0.995;0.998
4.041248;isomap;coil20;6;0.07917;0.993;0.998
3.959146;isomap;coil20;7;0.07222;0.994;0.998
4.222257;isomap;coil20;8;0.05069;0.993;0.998
12.674307;isomap;coil20;9;0.07292;0.991;0.998
17.230052;isomap;coil20;10;0.07014;0.982;0.997
6.748087;isomap;coil20;11;0.06528;0.987;0.997
6.955225;isomap;coil20;12;0.07986;0.987;0.996
6.391484;isomap;coil20;13;0.07431;0.987;0.996
5.763143;isomap;coil20;14;0.08681;0.981;0.996
6.717969;isomap;coil20;15;0.0875;0.984;0.996
0.410905;isomap;orl;5;0.1325;0.983;0.996
0.390087;isomap;orl;6;0.12;0.985;0.995
0.392386;isomap;orl;7;0.175;0.977;0.993
0.387067;isomap;orl;8;0.155;0.976;0.992
0.428498;isomap;orl;9;0.145;0.973;0.99
0.419851;isomap;orl;10;0.1675;0.965;0.988
0.361941;isomap;orl;11;0.1625;0.971;0.989
0.336615;isomap;orl;12;0.1675;0.97;0.988
0.357552;isomap;orl;13;0.1825;0.971;0.988
0.34315;isomap;orl;14;0.1625;0.967;0.987
0.409243;isomap;orl;15;0.1475;0.967;0.987
3.868544;isomap;parallel.swiss;5;0.11;0.997;0.999
4.327271;isomap;parallel.swiss;6;0.1015;0.998;0.999
